"No.","Time","Source","Destination","Protocol","Length","Info"
"8141","0.891154","192.168.1.40","192.168.1.200","CIP","143","Success: Identity - Get Attributes All"
"8142","0.891378","192.168.1.40","192.168.1.50","CIP","116","Success: 'HMI_P_RO_FEED_DUTY' - Service (0x4c)"
"8143","0.891388","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"8144","0.891390","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638779"
"8145","0.891392","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=4211 Ack=4377 Win=8134 Len=0"
"8146","0.891394","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=12289 Ack=8823 Win=8142 Len=0"
"8147","0.891401","192.168.1.40","192.168.1.50","CIP","150","Success: 'HMI_FIT401' - Service (0x4c)"
"8148","0.891671","192.168.1.50","192.168.1.40","TCP","64","54084  >  44818 [ACK] Seq=4211 Ack=4469 Win=8100 Len=0"
"8149","0.891680","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622961"
"8150","0.891682","192.168.1.50","192.168.1.10","CIP","116","Success: 'HMI_P5_PERMISSIVE' - Service (0x4c)"
"8151","0.891899","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=12289 Ack=8881 Win=8134 Len=0"
"8152","0.891908","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV501' - Service (0x4c)"
"8153","0.891910","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV502' - Service (0x4c)"
"8154","0.891911","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=5085 Ack=5023 Win=8130 Len=0"
"8155","0.891913","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV503' - Service (0x4c)"
"8156","0.891921","192.168.1.50","192.168.1.40","CIP","120","Success: 'HMI_MV504' - Service (0x4c)"
"8157","0.892075","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=5085 Ack=5085 Win=8068 Len=0"
"8158","0.892084","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=5085 Ack=5147 Win=8030 Len=0"
"8159","0.892086","192.168.1.40","192.168.1.50","TCP","64","53056  >  44818 [ACK] Seq=5085 Ack=5209 Win=7968 Len=0"
"8160","0.892412","192.168.1.200","192.168.1.40","CIP","112","Class (0xac) - Get Attributes All"
"8161","0.892417","192.168.1.40","192.168.1.200","TCP","64","44818  >  56585 [ACK] Seq=6418 Ack=757 Win=8138 Len=0"
"8162","0.892696","192.168.1.30","192.168.1.10","CIP","102","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"8163","0.892702","192.168.1.30","192.168.1.200","CIP","140","Success: Class (0xac) - Get Attributes All"
"8164","0.892703","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=13821 Ack=10859 Win=8148 Len=0"
"8165","0.892941","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636725"
"8166","0.893156","192.168.1.30","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"8167","0.893162","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"8168","0.893163","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=13821 Ack=10909 Win=8142 Len=0"
"8169","0.893164","192.168.1.20","192.168.1.10","CIP","116","Success: 'HMI_P2_PERMISSIVE' - Service (0x4c)"
"8170","0.893432","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=15129 Ack=13127 Win=8142 Len=0"
"8171","0.893440","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=15129 Ack=13185 Win=8084 Len=0"
"8172","0.893885","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"8173","0.893895","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"8174","0.893897","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=15129 Ack=13235 Win=8142 Len=0"
"8175","0.893899","192.168.1.60","192.168.1.10","CIP","116","Success: 'HMI_P6_PERMISSIVE' - Service (0x4c)"
"8176","0.893909","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=9957 Ack=7135 Win=8142 Len=0"
"8177","0.894064","192.168.1.20","192.168.1.200","CIP","143","Success: Identity - Get Attributes All"
"8178","0.894073","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649458"
"8179","0.894075","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=9957 Ack=7193 Win=8084 Len=0"
"8180","0.894077","192.168.1.20","192.168.1.30","CIP","120","'HMI_LIT301' - Service (0x4c)"
"8181","0.894080","192.168.1.20","192.168.1.30","CIP","120","'HMI_MV301' - Service (0x4c)"
"8182","0.894206","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648761"
"8183","0.894215","192.168.1.30","192.168.1.20","TCP","64","44818  >  52994 [ACK] Seq=4257 Ack=3535 Win=8130 Len=0"
"8184","0.894217","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT501' - Service (0x4c)"
"8185","0.894219","192.168.1.30","192.168.1.20","TCP","64","44818  >  52994 [ACK] Seq=4257 Ack=3597 Win=8068 Len=0"
"8186","0.894390","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=7561 Ack=5023 Win=8130 Len=0"
"8187","0.894396","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT502' - Service (0x4c)"
"8188","0.894397","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT503' - Service (0x4c)"
"8189","0.894398","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=7561 Ack=5085 Win=8130 Len=0"
"8190","0.894399","192.168.1.20","192.168.1.50","CIP","120","'HMI_AIT504' - Service (0x4c)"
"8191","0.894579","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=7561 Ack=5147 Win=8068 Len=0"
"8192","0.894585","192.168.1.50","192.168.1.20","TCP","64","44818  >  52992 [ACK] Seq=7561 Ack=5209 Win=8006 Len=0"
"8193","0.894757","192.168.1.20","192.168.1.10","CIP","114","Success: 'HMI_MV201' - Service (0x4c)"
"8194","0.894763","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639522"
"8195","0.894766","192.168.1.20","192.168.1.10","CIP","156","Success: 'HMI_FIT201' - Service (0x4c)"
"8196","0.894767","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=15129 Ack=13291 Win=8136 Len=0"
"8197","0.895031","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=15129 Ack=13389 Win=8094 Len=0"
"8198","0.895798","192.168.1.200","192.168.1.20","CIP","112","Class (0xac) - Get Attributes All"
"8199","0.895810","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630338"
"8200","0.895813","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637207"
"8201","0.895814","192.168.1.20","192.168.1.200","TCP","64","44818  >  56580 [ACK] Seq=8952 Ack=1027 Win=8138 Len=0"
"8202","0.896178","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"8203","0.896188","192.168.1.40","192.168.1.10","CIP","116","Success: 'HMI_P4_PERMISSIVE' - Service (0x4c)"
"8204","0.896191","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=10029 Ack=7185 Win=8142 Len=0"
"8205","0.896192","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=10029 Ack=7243 Win=8134 Len=0"
"8206","0.896464","192.168.1.200","192.168.1.30","CIP","178","Multiple Service Packet: Get Attributes All, Get Attribute List, Get Attribute List, Get Attribute Single, Get Attribute Single"
"8207","0.896474","192.168.1.30","192.168.1.200","TCP","64","44818  >  56582 [ACK] Seq=5783 Ack=823 Win=8072 Len=0"
"8208","0.896711","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001637029"
"8209","0.896720","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653748"
"8210","0.897242","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635396"
"8211","0.897247","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640510"
"8212","0.897530","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625241"
"8213","0.897940","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652945"
"8214","0.897952","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001652023"
"8215","0.898308","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637138"
"8216","0.898319","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636162"
"8217","0.898634","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624167"
"8218","0.898644","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625241"
"8219","0.898646","192.168.1.20","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"8220","0.898649","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652447"
"8221","0.898657","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624216"
"8222","0.898923","192.168.1.20","192.168.1.200","CIP","140","Success: Class (0xac) - Get Attributes All"
"8223","0.898933","192.168.1.10","192.168.1.20","TCP","64","54084  >  44818 [ACK] Seq=15129 Ack=13439 Win=8142 Len=0"
"8224","0.899189","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"8225","0.899199","192.168.1.60","192.168.1.20","CIP","120","'HMI_AIT202' - Service (0x4c)"
"8226","0.899201","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=9957 Ack=7243 Win=8142 Len=0"
"8227","0.899203","192.168.1.20","192.168.1.60","TCP","64","44818  >  52418 [ACK] Seq=2611 Ack=1799 Win=8130 Len=0"
"8228","0.899863","192.168.1.200","192.168.1.20","CIP","178","Multiple Service Packet: Get Attributes All, Get Attribute List, Get Attribute List, Get Attribute Single, Get Attribute Single"
"8229","0.899874","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654456"
"8230","0.899878","192.168.1.20","192.168.1.200","TCP","64","44818  >  56580 [ACK] Seq=9034 Ack=1147 Win=8072 Len=0"
"8231","0.900311","192.168.1.10","192.168.1.50","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"8232","0.900321","192.168.1.10","192.168.1.50","CIP","122","'HMI_P5_STATE' - Service (0x4c)"
"8233","0.900324","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=8881 Ack=12363 Win=8118 Len=0"
"8234","0.900326","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=8881 Ack=12427 Win=8054 Len=0"
"8235","0.900334","192.168.1.10","192.168.1.30","CIP","128","'HMI_P3_PERMISSIVE' - Service (0x4c)"
"8236","0.900643","192.168.1.10","192.168.1.30","CIP CM","128","Unconnected Send: 'HMI_LIT301' - Service (0x4c)"
"8237","0.900653","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=10909 Ack=13891 Win=8122 Len=0"
"8238","0.900656","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=10909 Ack=13961 Win=8052 Len=0"
"8239","0.901049","192.168.1.40","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"8240","0.901060","192.168.1.10","192.168.1.40","TCP","64","54088  >  44818 [ACK] Seq=10029 Ack=7293 Win=8142 Len=0"
"8241","0.901062","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_PLANT' - Service (0x4d)"
"8242","0.901297","192.168.1.40","192.168.1.200","CIP","140","Success: Class (0xac) - Get Attributes All"
"8243","0.901304","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653775"
"8244","0.901308","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=12427 Ack=8931 Win=8142 Len=0"
"8245","0.901543","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638780"
"8246","0.902199","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622962"
"8247","0.902930","192.168.1.40","192.168.1.50","CIP I/O","90","Connection: ID=0x014D4024, SEQ=0001636726"
"8248","0.902941","192.168.1.30","192.168.1.10","CIP","108","Success: 'HMI_PLANT_RESET' - Service (0x4d)"
"8249","0.902944","192.168.1.200","192.168.1.40","CIP","178","Multiple Service Packet: Get Attributes All, Get Attribute List, Get Attribute List, Get Attribute Single, Get Attribute Single"
"8250","0.902946","192.168.1.30","192.168.1.60","CIP","118","'HMI_P602' - Service (0x4c)"
"8251","0.902953","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=13961 Ack=10959 Win=8142 Len=0"
"8252","0.902954","192.168.1.40","192.168.1.200","TCP","64","44818  >  56585 [ACK] Seq=6500 Ack=877 Win=8072 Len=0"
"8253","0.902955","192.168.1.30","192.168.1.60","CIP","134","'P6_P602_AUTOINP' - Service (0x4d)"
"8254","0.903181","192.168.1.60","192.168.1.30","TCP","64","44818  >  52416 [ACK] Seq=6471 Ack=5277 Win=8132 Len=0"
"8255","0.903191","192.168.1.60","192.168.1.30","TCP","64","44818  >  52416 [ACK] Seq=6471 Ack=5353 Win=8056 Len=0"
"8256","0.903450","192.168.1.30","192.168.1.20","CIP","148","Success: 'HMI_LIT301' - Service (0x4c)"
"8257","0.903460","192.168.1.30","192.168.1.20","CIP","120","Success: 'HMI_MV301' - Service (0x4c)"
"8258","0.903463","192.168.1.20","192.168.1.30","TCP","64","52994  >  44818 [ACK] Seq=3597 Ack=4347 Win=8102 Len=0"
"8259","0.903464","192.168.1.30","192.168.1.200","CIP","216","Success: Multiple Service Packet: Get Attributes All, Get Attribute List, Get Attribute List, Get Attribute Single, Get Attribute Single"
"8260","0.903467","192.168.1.20","192.168.1.30","TCP","64","52994  >  44818 [ACK] Seq=3597 Ack=4409 Win=8040 Len=0"
"8261","0.903805","192.168.1.30","192.168.1.20","CIP","130","'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)"
"8262","0.903814","192.168.1.30","192.168.1.20","CIP","134","'P2_P2078_AUTOINP' - Service (0x4d)"
"8263","0.903816","192.168.1.20","192.168.1.30","TCP","64","44818  >  52418 [ACK] Seq=3269 Ack=4531 Win=8120 Len=0"
"8264","0.903818","192.168.1.30","192.168.1.40","CIP","120","'HMI_LIT401' - Service (0x4c)"
"8265","0.903825","192.168.1.20","192.168.1.30","TCP","64","44818  >  52418 [ACK] Seq=3269 Ack=4607 Win=8044 Len=0"
"8266","0.903827","192.168.1.20","192.168.1.60","CIP","148","Success: 'HMI_AIT202' - Service (0x4c)"
"8267","0.903829","192.168.1.40","192.168.1.30","TCP","64","44818  >  52420 [ACK] Seq=2611 Ack=1861 Win=8130 Len=0"
"8268","0.903998","192.168.1.30","192.168.1.60","CIP","118","'HMI_P602' - Service (0x4c)"
"8269","0.904002","192.168.1.20","192.168.1.200","CIP","216","Success: Multiple Service Packet: Get Attributes All, Get Attribute List, Get Attribute List, Get Attribute Single, Get Attribute Single"
"8270","0.904003","192.168.1.60","192.168.1.20","TCP","64","52418  >  44818 [ACK] Seq=1799 Ack=2701 Win=8102 Len=0"
"8271","0.904005","192.168.1.20","192.168.1.40","CIP","120","'HMI_AIT402' - Service (0x4c)"
"8272","0.904007","192.168.1.70","192.168.1.10","CIP I/O","90","Connection: ID=0x004D4017, SEQ=0001649459"
"8273","0.904008","192.168.1.60","192.168.1.30","TCP","64","44818  >  52416 [ACK] Seq=6471 Ack=5413 Win=8132 Len=0"
"8274","0.904216","192.168.1.40","192.168.1.20","TCP","64","44818  >  52996 [ACK] Seq=2611 Ack=1861 Win=8130 Len=0"
"8275","0.904220","192.168.1.60","192.168.1.10","CIP","108","Success: 'HMI_PLANT_AUTO' - Service (0x4d)"
"8276","0.904222","192.168.1.70","192.168.1.20","CIP I/O","90","Connection: ID=0x003C4007, SEQ=0001648762"
"8277","0.904224","192.168.1.60","192.168.1.10","CIP","120","'HMI_LIT101' - Service (0x4c)"
"8278","0.904408","192.168.1.10","192.168.1.60","TCP","64","54082  >  44818 [ACK] Seq=9957 Ack=7293 Win=8142 Len=0"
"8279","0.904412","192.168.1.20","192.168.1.30","CIP","116","Success: 'HMI_P_NAOCL_UF_DUTY' - Service (0x4c)"
"8280","0.904414","192.168.1.10","192.168.1.60","TCP","64","44818  >  52416 [ACK] Seq=2971 Ack=2109 Win=8130 Len=0"
"8281","0.904416","192.168.1.60","192.168.1.30","CIP","152","Success: 'HMI_P602' - Service (0x4c)"
"8282","0.904417","192.168.1.30","192.168.1.20","TCP","64","52418  >  44818 [ACK] Seq=4607 Ack=3327 Win=8134 Len=0"
"8283","0.904626","192.168.1.30","192.168.1.60","TCP","64","52416  >  44818 [ACK] Seq=5413 Ack=6565 Win=8098 Len=0"
"8284","0.904923","192.168.1.30","192.168.1.60","CIP I/O","90","Connection: ID=0x00B34012, SEQ=0001639523"
"8285","0.905898","192.168.1.50","192.168.1.40","CIP I/O","90","Connection: ID=0x003D4007, SEQ=0001630339"
"8286","0.905904","192.168.1.60","192.168.1.20","CIP I/O","90","Connection: ID=0x01BC401A, SEQ=0001637208"
"8287","0.906209","192.168.1.40","192.168.1.200","CIP","216","Success: Multiple Service Packet: Get Attributes All, Get Attribute List, Get Attribute List, Get Attribute Single, Get Attribute Single"
"8288","0.906217","192.168.1.40","192.168.1.30","CIP","148","Success: 'HMI_LIT401' - Service (0x4c)"
"8289","0.906219","192.168.1.40","192.168.1.20","CIP","148","Success: 'HMI_AIT402' - Service (0x4c)"
"8290","0.906396","192.168.1.30","192.168.1.40","TCP","64","52420  >  44818 [ACK] Seq=1861 Ack=2701 Win=8102 Len=0"
"8291","0.906403","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV501' - Service (0x4c)"
"8292","0.906405","192.168.1.20","192.168.1.40","TCP","64","52996  >  44818 [ACK] Seq=1861 Ack=2701 Win=8102 Len=0"
"8293","0.906407","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV502' - Service (0x4c)"
"8294","0.906409","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=5209 Ack=5147 Win=8130 Len=0"
"8295","0.906536","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV503' - Service (0x4c)"
"8296","0.906544","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=5209 Ack=5209 Win=8092 Len=0"
"8297","0.906546","192.168.1.40","192.168.1.50","CIP","120","'HMI_MV504' - Service (0x4c)"
"8298","0.906548","192.168.1.20","239.192.3.127","CIP I/O","102","Connection: ID=0x003C8000, SEQ=0001653749"
"8299","0.906552","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=5209 Ack=5271 Win=8068 Len=0"
"8300","0.906821","192.168.1.50","192.168.1.40","TCP","64","44818  >  53056 [ACK] Seq=5209 Ack=5333 Win=8068 Len=0"
"8301","0.906828","192.168.1.60","192.168.1.10","CIP I/O","90","Connection: ID=0x00CD4026, SEQ=0001637030"
"8302","0.907315","192.168.1.20","192.168.1.40","CIP I/O","90","Connection: ID=0x00BD4009, SEQ=0001635397"
"8303","0.907323","192.168.1.10","192.168.1.20","CIP I/O","90","Connection: ID=0x00BC4017, SEQ=0001625242"
"8304","0.907325","192.168.1.30","192.168.1.20","CIP I/O","90","Connection: ID=0x013C4018, SEQ=0001640511"
"8305","0.907558","192.168.1.30","192.168.1.10","CIP","116","Success: 'HMI_P3_PERMISSIVE' - Service (0x4c)"
"8306","0.907746","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=13961 Ack=11017 Win=8134 Len=0"
"8307","0.907753","192.168.1.30","192.168.1.10","CIP","142","Success: 'HMI_LIT301' - Service (0x4c)"
"8308","0.907755","192.168.1.30","239.192.4.191","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652946"
"8309","0.907759","192.168.1.10","192.168.1.30","TCP","64","54086  >  44818 [ACK] Seq=13961 Ack=11101 Win=8108 Len=0"
"8310","0.907970","192.168.1.40","239.192.5.255","CIP I/O","102","Connection: ID=0x003D8000, SEQ=0001652024"
"8311","0.908511","192.168.1.20","192.168.1.50","CIP I/O","90","Connection: ID=0x00CD4016, SEQ=0001637139"
"8312","0.908519","192.168.1.20","192.168.1.30","CIP I/O","90","Connection: ID=0x00B34013, SEQ=0001636163"
"8313","0.908733","192.168.1.10","192.168.1.60","CIP I/O","90","Connection: ID=0x00334011, SEQ=0001624168"
"8314","0.908740","192.168.1.10","192.168.1.50","CIP I/O","90","Connection: ID=0x004D4015, SEQ=0001625242"
"8315","0.908743","192.168.1.60","239.192.8.127","CIP I/O","102","Connection: ID=0x00338000, SEQ=0001652448"
"8316","0.908746","192.168.1.10","192.168.1.30","CIP I/O","90","Connection: ID=0x00334010, SEQ=0001624217"
"8317","0.909906","192.168.1.10","239.192.2.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001654457"
"8318","0.910356","192.168.1.10","192.168.1.60","CIP","148","Success: 'HMI_LIT101' - Service (0x4c)"
"8319","0.910363","192.168.1.60","192.168.1.10","TCP","64","52416  >  44818 [ACK] Seq=2109 Ack=3061 Win=8102 Len=0"
"8320","0.910365","192.168.1.10","192.168.1.20","CIP","120","'HMI_FIT201' - Service (0x4c)"
"8321","0.910367","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=13439 Ack=15191 Win=8130 Len=0"
"8322","0.910883","192.168.1.10","192.168.1.30","CIP","128","'HMI_PLANT' - Service (0x4d)"
"8323","0.910891","192.168.1.10","192.168.1.30","CIP CM","140","Unconnected Send: 'HMI_PLANT_AUTO' - Service (0x4d)"
"8324","0.910893","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=11101 Ack=14031 Win=8122 Len=0"
"8325","0.910895","192.168.1.10","192.168.1.20","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"8326","0.910897","192.168.1.30","192.168.1.10","TCP","64","44818  >  54086 [ACK] Seq=11101 Ack=14113 Win=8040 Len=0"
"8327","0.911092","192.168.1.10","192.168.1.20","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"8328","0.911099","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=13439 Ack=15265 Win=8118 Len=0"
"8329","0.911101","192.168.1.10","192.168.1.20","CIP","128","'HMI_P2_PERMISSIVE' - Service (0x4c)"
"8330","0.911103","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=13439 Ack=15341 Win=8116 Len=0"
"8331","0.911105","192.168.1.10","192.168.1.20","CIP","128","'HMI_PLANT' - Service (0x4d)"
"8332","0.911107","192.168.1.50","239.192.7.63","CIP I/O","102","Connection: ID=0x004D8000, SEQ=0001653776"
"8333","0.911110","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=13439 Ack=15411 Win=8070 Len=0"
"8334","0.911293","192.168.1.50","192.168.1.10","CIP","108","Success: 'HMI_SHUTDOWN_FLUSHING' - Service (0x4d)"
"8335","0.911301","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=13439 Ack=15481 Win=8052 Len=0"
"8336","0.911303","192.168.1.10","192.168.1.20","CIP CM","128","Unconnected Send: 'HMI_MV201' - Service (0x4c)"
"8337","0.911305","192.168.1.50","192.168.1.10","CIP","116","Success: 'HMI_P5_SD_FLUSHING_DONE' - Service (0x4c)"
"8338","0.911306","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=12427 Ack=8981 Win=8142 Len=0"
"8339","0.911552","192.168.1.30","192.168.1.40","CIP I/O","90","Connection: ID=0x01BD4016, SEQ=0001638781"
"8340","0.911559","192.168.1.20","192.168.1.10","TCP","64","44818  >  54084 [ACK] Seq=13439 Ack=15551 Win=8122 Len=0"
"8341","0.911561","192.168.1.10","192.168.1.50","TCP","64","54080  >  44818 [ACK] Seq=12427 Ack=9039 Win=8084 Len=0"
"8342","0.911563","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT501' - Service (0x4c)"
"8343","0.911565","192.168.1.10","192.168.1.40","CIP","132","'HMI_PLANT_AUTO' - Service (0x4d)"
"8344","0.911672","192.168.1.10","192.168.1.40","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"8345","0.911679","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT502' - Service (0x4c)"
"8346","0.911681","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=5209 Ack=7651 Win=8102 Len=0"
"8347","0.911683","192.168.1.10","192.168.1.40","CIP","128","'HMI_P4_PERMISSIVE' - Service (0x4c)"
"8348","0.911685","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT503' - Service (0x4c)"
"8349","0.911687","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=7293 Ack=10103 Win=8118 Len=0"
"8350","0.911816","192.168.1.50","192.168.1.20","CIP","148","Success: 'HMI_AIT504' - Service (0x4c)"
"8351","0.911823","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=5209 Ack=7741 Win=8102 Len=0"
"8352","0.911825","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=7293 Ack=10179 Win=8042 Len=0"
"8353","0.911827","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=5209 Ack=7831 Win=8012 Len=0"
"8354","0.911829","192.168.1.40","192.168.1.10","TCP","64","44818  >  54088 [ACK] Seq=7293 Ack=10249 Win=7972 Len=0"
"8355","0.911831","192.168.1.20","192.168.1.50","TCP","64","52992  >  44818 [ACK] Seq=5209 Ack=7921 Win=7922 Len=0"
"8356","0.912070","192.168.1.10","192.168.1.50","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"8357","0.912077","192.168.1.10","192.168.1.50","CIP","128","'HMI_P5_PERMISSIVE' - Service (0x4c)"
"8358","0.912079","192.168.1.10","192.168.1.40","CIP I/O","90","Connection: ID=0x013D4010, SEQ=0001622963"
"8359","0.912081","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=9039 Ack=12503 Win=8116 Len=0"
"8360","0.912299","192.168.1.50","192.168.1.10","TCP","64","44818  >  54080 [ACK] Seq=9039 Ack=12573 Win=8046 Len=0"
"8361","0.912307","192.168.1.10","192.168.1.60","CIP","134","'HMI_PLANT_RESET' - Service (0x4d)"
"8362","0.912308","192.168.1.10","192.168.1.60","CIP","128","'HMI_P6_PERMISSIVE' - Service (0x4c)"
